Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1384683100054040,2014-08-01,1406859097,Charged,GT-S6802B,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.81,0.00,8.81,,,97534,US
1332359199764119,2014-08-01,1406907782,Charged,SHL24,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0231551,JP
1368084900277253,2014-08-01,1406937286,Charged,kltevzw,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,60203,US
1380958501626173,2014-08-03,1407066571,Charged,GT-S6802B,Crystal 30 units,com.dhearts.monter,inapp,tier_25,USD,19.43,0.00,19.43,,,97534,US
1384535003499716,2014-08-05,1407277416,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1373628073349896,2014-08-05,1407277913,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1324228756801911,2014-08-05,1407280649,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1338636680134084,2014-08-05,1407280789,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1365450212710392,2014-08-05,1407280828,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1300820470674870,2014-08-05,1407281169,Charged,marvel,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,29574,US
1392779422483587,2014-08-07,1407381083,Charged,kltetmo,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,33125,US
1370741610665824,2014-08-07,1407398197,Charged,amazing3gcri,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,7.00,0.00,7.00,,,97266,US
1303715549393799,2014-08-09,1407558250,Charged,jflteatt,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,,,98075,US
1382627406711932,2014-08-09,1407603551,Charged,GT-I9100,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,251,TW
1300115853625867,2014-08-09,1407614688,Charged,SH-01F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,1640011,JP
1382781860553036,2014-08-09,1407616328,Charged,SO-03D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9620047,JP
1362543216764261,2014-08-11,1407741627,Charged,EF59L,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,KRW,"1,145.00",0.00,"1,145.00",금천구,서울특별시,153-832,KR
1336903120838995,2014-08-12,1407816185,Charged,SBM201F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2890421,JP
1357818617572338,2014-08-13,1407973984,Charged,C6602,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,722,TW
1314696666538353,2014-08-14,1408012897,Charged,klte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,24242,TW
1332231006089888,2014-08-14,1408050455,Charged,SH-02F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,3790222,JP
1385117234912758,2014-08-14,1408058217,Charged,SO-02F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,6780202,JP
