Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1325655634351724,2013-04-01,1364778768,Charged,SPH-D710BST,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,01902,US
1305810933910045,2013-04-01,1364778991,Charged,GT-I9100,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,330,TW
1384892636536474,2013-04-01,1364783620,Charged,KYI11,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0184301,JP
1391865712064459,2013-04-01,1364790243,Charged,SHI05,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,諏訪郡富士見町乙事,長野県,3990213,JP
1367604098980471,2013-04-01,1364793448,Charged,ace,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,Newtown,PA,18940,US
1377100503385967,2013-04-01,1364795141,Charged,SHI03,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,仙台太白区,宮城県,9820848,JP
1326906387628116,2013-04-01,1364796160,Charged,SH01D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8891914,JP
1314687510265846,2013-04-01,1364803542,Charged,SO-01D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,大郷町,宮城県,981-3515,JP
1364792849301359,2013-04-01,1364804703,Charged,KYL21,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,135―0047,JP
1343568835658706,2013-04-01,1364808210,Charged,SO-04D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,3250063,JP
