Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1335278032967668,2013-12-01,1385875326,Charged,t0ltevzw,HP potion,com.dhearts.monter,inapp,hp_potion,USD,0.99,0.00,0.99,,,06029,US
1372213456207176,2013-12-01,1385879340,Charged,t0ltevzw,HP potion,com.dhearts.monter,inapp,hp_potion,USD,0.99,0.00,0.99,,,06029,US
1388273085229346,2013-12-01,1385887838,Charged,t0ltevzw,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,,,06029,US
1371352137758065,2013-12-01,1385889181,Charged,t0ltevzw,Stamina potion,com.dhearts.monter,inapp,sp_potion,USD,0.99,0.00,0.99,,,06029,US
1379605571255260,2013-12-01,1385889523,Charged,t0ltevzw,HP potion,com.dhearts.monter,inapp,hp_potion,USD,0.99,0.00,0.99,,,06029,US
1308194404297621,2013-12-01,1385890038,Charged,t0ltevzw,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,06029,US
1302114553776458,2013-12-01,1385910389,Charged,SC-03E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,3290431,JP
1382884121622981,2013-12-01,1385927298,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,310,TW
1347139526454876,2013-12-01,1385927622,Charged,d2att,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,02124,US
1321225233578979,2013-12-02,1385968577,Charged,t0ltevzw,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,43605,US
1303126501657287,2013-12-02,1385999727,Charged,dlxj,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,521-1134,JP
1380271296428034,2013-12-02,1386006221,Charged,geehdc,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,4380026,JP
1365789757557085,2013-12-04,1386135522,Charged,t0ltevzw,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.96,0.00,8.96,,,06029,US
1390215681171178,2013-12-04,1386136814,Charged,t0ltevzw,Stamina potion,com.dhearts.monter,inapp,sp_potion,USD,0.99,0.00,0.99,,,06029,US
1350641893035434,2013-12-04,1386148145,Charged,t0ltevzw,HP potion,com.dhearts.monter,inapp,hp_potion,USD,0.99,0.00,0.99,,,06029,US
1307055466141385,2013-12-04,1386148592,Charged,t0ltevzw,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,06029,US
1311039663409937,2013-12-04,1386188851,Charged,CP5860E,Chain-breaker,com.dhearts.monter,inapp,chain_breaker,USD,0.99,0.00,0.99,,,32960,US
1357817869658325,2013-12-04,1386188993,Charged,CP5860E,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,,,32960,US
1322472743898760,2013-12-04,1386190287,Charged,g2,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,USD,1.08,0.00,1.08,청원군,충청북도,360-830,KR
1323942245828545,2013-12-04,1386197451,Charged,DM014SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,183-0011,JP
1376738963563813,2013-12-05,1386254180,Charged,SOL22,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0060006,JP
1346105849492139,2013-12-05,1386260188,Charged,SO-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0100815,JP
1373291465333773,2013-12-05,1386282034,Charged,KYY21,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,784-0033,JP
1302650420379321,2013-12-06,1386322787,Charged,t0ltevzw,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.96,0.00,8.96,,,06029,US
1386144290229259,2013-12-06,1386370915,Charged,SO-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9560863,JP
1334309690290421,2013-12-06,1386372280,Charged,T02D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,270-0222,JP
1394072996996775,2013-12-07,1386384670,Charged,SBM101F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8920862,JP
1368570418911412,2013-12-07,1386440485,Charged,SC-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8070825,JP
1367625147767443,2013-12-08,1386488184,Charged,jflteatt,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,82001,US
1364913445867066,2013-12-08,1386492800,Charged,KYL22,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,157-0071,JP
1322594923704532,2013-12-08,1386522416,Charged,SBM302SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9871222,JP
1351789235851662,2013-12-08,1386522989,Charged,gplus89_6830,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,709,TW
1320768612431603,2013-12-08,1386525031,Charged,espressorf,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,100,TW
1369724754896031,2013-12-09,1386567527,Charged,SC-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,520-2521,JP
1330984095759138,2013-12-09,1386575240,Charged,SC-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,596-0026,JP
1361838754724924,2013-12-09,1386600516,Charged,SBM203SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,421-1201,JP
1391145231882853,2013-12-09,1386604464,Charged,dlxj,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,847-0312,JP
1341158145166282,2013-12-09,1386615702,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,801,TW
1356696463203928,2013-12-09,1386623335,Charged,t03g,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,13418,US
1380535943069685,2013-12-09,1386623797,Charged,N-01D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8548534,JP
1310151313142836,2013-12-09,1386625713,Charged,SBM302SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2300001,JP
1306114083482448,2013-12-10,1386676543,Charged,m0,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,224,TW
1325708988194713,2013-12-10,1386677723,Charged,SC-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,4650068,JP
1385331729006708,2013-12-11,1386740737,Charged,SC-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,192-0916,JP
1337630192139708,2013-12-11,1386753055,Charged,espressowifi,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,Indian Trail,NC,28079,US
1372687192183848,2013-12-11,1386767713,Charged,SOL22,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,448-0806,JP
1372426953623138,2013-12-11,1386788560,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,北屯區,台中市,406,TW
