Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1336883005177739,2014-10-01,1412177873,Charged,hltejs01tw,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,333,TW
1390062027909040,2014-10-01,1412178755,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,002,TW
1320925436111921,2014-10-03,1412377995,Charged,klte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,710,TW
1337037323074159,2014-10-04,1412445540,Charged,C6502,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,東京,Tokyo,107-8006,JP
1334271063448595,2014-10-04,1412455377,Charged,SBM200SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8140171,JP
1360823751578629,2014-10-05,1412521401,Charged,t03g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,八德市,桃園縣,33458,TW
1359427062625541,2014-10-06,1412584580,Charged,SGH-T989,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,84721,US
1383635669276424,2014-10-06,1412619944,Charged,htc_b2wlj,KING　ライブ壁紙,com.dhearts.kinglivewallpaper,paidapp,,JPY,99.00,0.00,99.00,,,5660035,JP
1330653202502942,2014-10-07,1412646812,Charged,ha3g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,411,TW
1380933313915280,2014-10-07,1412681497,Charged,SOL25,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9011117,JP
1359870844608748,2014-10-07,1412725794,Charged,htc_m8,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,237,TW
1300318625858210,2014-10-08,1412727663,Charged,kltevzw,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,32539,US
1303993244349128,2014-10-08,1412767031,Charged,htc_a5ul,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,717,TW
1319250601977291,2014-10-09,1412822903,Charged,golden,Crystal 1 units,com.dhearts.monter,inapp,tier_1,EUR,0.74,0.00,0.74,,,75110,FR
1351161467181626,2014-10-09,1412848199,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,709,TW
1384386133160123,2014-10-09,1412887369,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,244,TW
1362666129689138,2014-10-10,1412957945,Charged,SO-02F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9880816,JP
1316359651523855,2014-10-11,1412991032,Charged,C6903,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,829,TW
1331985138615344,2014-10-11,1413033002,Charged,A68,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,521,TW
1374646102284942,2014-10-11,1413046105,Charged,K00G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,238,TW
1379685078093680,2014-10-11,1413054600,Charged,valentewx,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0431111,JP
1389270201556950,2014-10-12,1413156838,Charged,KYY21,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9000024,JP
1353611711272108,2014-10-13,1413203134,Charged,C6802,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,334,TW
1383701922145378,2014-10-14,1413317690,Charged,ms013g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,242,TW
1307001835558157,2014-10-14,1413324446,Charged,htc_b2ul,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,104,TW
1370184888276572,2014-10-14,1413327847,Charged,k2ul,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,EUR,0.81,0.00,0.81,Athens,,15235,GR
1363727698408164,2014-10-15,1413360272,Charged,SC-04F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,4980808,JP
1342947363366557,2014-10-15,1413387940,Charged,sunfire,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,豊中市,大阪府,560-0026,JP
1313254317246601,2014-10-16,1413422187,Charged,HM2013023,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,807,TW
1395431522533212,2014-10-16,1413501545,Charged,F05F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2830101,JP
1342820997490870,2014-10-17,1413572491,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,704,TW
1368960201491320,2014-10-18,1413608101,Charged,klteattactive,Stamina potion,com.dhearts.monter,inapp,sp_potion,USD,0.99,0.00,0.99,,,99645,US
1314603930775639,2014-10-18,1413608390,Charged,klteattactive,Chain-breaker,com.dhearts.monter,inapp,chain_breaker,USD,0.99,0.00,0.99,,,99645,US
1364570060118310,2014-10-18,1413608982,Charged,klteattactive,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,99645,US
1360544071481748,2014-10-18,1413609489,Charged,klteattactive,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,,,99645,US
1348884279211537,2014-10-18,1413624154,Charged,SHL25,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,角田市,宮城県,9811517,JP
1337907639491130,2014-10-18,1413665923,Charged,D5833,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,300,TW
1373935886627340,2014-10-19,1413684498,Charged,SOL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,7390047,JP
1398129165209642,2014-10-19,1413745907,Charged,SH-06F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9940002,JP
1378533682786857,2014-10-20,1413775567,Charged,kltevzw,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,85086,US
1303400649894138,2014-10-20,1413788912,Charged,t03g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,104,TW
1334186897434959,2014-10-20,1413792706,Charged,dlxub1,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,700,TW
1382341605634459,2014-10-20,1413810837,Charged,SM-N900S,Crystal 10 units,com.dhearts.monter,inapp,tier_10,EUR,4.63,0.00,4.63,,,34070,FR
1396495680156462,2014-10-20,1413810886,Charged,SM-N900S,Crystal 50 units,com.dhearts.monter,inapp,tier_42,EUR,21.61,0.00,21.61,,,34070,FR
1321372396539946,2014-10-20,1413810977,Charged,SM-N900S,Crystal 50 units,com.dhearts.monter,inapp,tier_42,EUR,21.61,0.00,21.61,,,34070,FR
1379145218318774,2014-10-21,1413863529,Charged,SC-02G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,3510115,JP
1317906633184266,2014-10-21,1413900749,Charged,dlxpul,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,300,TW
1329353063889242,2014-10-21,1413915451,Charged,D5833,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,668-0371,JP
1362983058380123,2014-10-21,1413917905,Charged,C5302,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,241,TW
1399099865988404,2014-10-21,1413923416,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,302,TW
1397655863405187,2014-10-21,1413933638,Charged,D5833,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,238,TW
1388030385678902,2014-10-22,1413937164,Charged,trhplte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,235,TW
1399581720910684,2014-10-22,1413988443,Charged,trelte,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.93,0.00,0.93,Jabriya,,,KW
1374279963023112,2014-10-22,1414000717,Charged,g2,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,New York,NY,10024,US
1335637152445287,2014-10-22,1414016556,Charged,D5833,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,萬華區,台北市,108,TW
1369334896067044,2014-10-23,1414083478,Charged,SC-04F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,594-0031,JP
1314425298616300,2014-10-24,1414150430,Charged,hlte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,104,TW
1365466256015844,2014-10-24,1414182851,Charged,F06E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2490004,JP
1322412118096366,2014-10-25,1414212569,Charged,SM-N900S,Crystal 50 units,com.dhearts.monter,inapp,tier_42,EUR,30.87,0.00,30.87,,,34070,FR
1310850278371522,2014-10-25,1414248584,Charged,SO-01G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,5290425,JP
1333409507051966,2014-10-25,1414257084,Charged,D6563,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,中和區,新北市,235,TW
1305610429784718,2014-10-25,1414258569,Charged,htc_m8,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,104,TW
1395210177392390,2014-10-26,1414284177,Charged,ME371MG,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,511,TW
1316585266264524,2014-10-27,1414384144,Charged,thunderbird,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,85323,US
1334844672333800,2014-10-27,1414437489,Charged,D5833,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,220,TW
1394092938879868,2014-10-27,1414440399,Charged,ja3g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,702,TW
1321512576404248,2014-10-27,1414440942,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,540,TW
1330612886176644,2014-10-27,1414454362,Charged,serranolte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,EUR,0.81,0.00,0.81,Strasswalchen,,5204,AT
