Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1379-4746-3821-80162,2015-11-01,1446346589,Charged,p1,5000 coins,com.dhearts.labyrinth,inapp,coin5,USD,0.99,0.00,0.99,NEW ALBANY,IN,47150,US
1336-6454-8384-23716,2015-11-01,1446358924,Charged,SC-04G,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,424-0823,JP
1391-2094-0301-11015,2015-11-01,1446364289,Charged,p1,5000 coins,com.dhearts.labyrinth,inapp,coin5,USD,0.99,0.00,0.99,NEW ALBANY,IN,47150,US
1304-9971-8042-63726,2015-11-01,1446369186,Charged,F03F,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,1830023,JP
1398-8012-7080-68317,2015-11-01,1446397732,Charged,SHL21,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,3291104,JP
1361-4036-3518-10048,2015-11-01,1446398232,Charged,SCL24,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,509-5401,JP
1301-8320-2917-39762,2015-11-02,1446424660,Charged,SC-04G,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,7992651,JP
1336-8989-3209-40461,2015-11-02,1446437254,Charged,K00R,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,練馬区,東京都,1770035,JP
1354-4709-0568-30381,2015-11-02,1446437458,Charged,K00R,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,練馬区,東京都,1770035,JP
1354-8186-4455-66230,2015-11-02,1446437460,Charged,K00R,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,練馬区,東京都,1770035,JP
1338-3672-8727-32979,2015-11-02,1446482741,Charged,SCL24,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,輪島市,石川県,9272333,JP
1372-5218-7459-59085,2015-11-02,1446482780,Charged,SCL24,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,輪島市,石川県,9272333,JP
1340-1935-5321-21199,2015-11-02,1446486807,Charged,SOV32,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0798414,JP
1391-9453-4493-12270,2015-11-02,1446487890,Charged,SCL24,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,輪島市,石川県,9272333,JP
1386-8026-5742-12452,2015-11-03,1446530197,Charged,p1,10000 coins,com.dhearts.labyrinth,inapp,coin10,USD,1.69,0.00,1.69,NEW ALBANY,IN,47150,US
1359-3226-3683-78052,2015-11-03,1446545450,Charged,SCT21,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,9272333,JP
1311-9869-2834-06401,2015-11-03,1446548010,Charged,t03g,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,INR,65.34,0.00,65.34,Bangalore,Karnataka,560033,IN
1332-4949-4971-03593,2015-11-03,1446549412,Charged,dlxj,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,2710062,JP
1363-0794-1887-12787,2015-11-03,1446555146,Charged,SOV31,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,3380811,JP
1308-3349-9002-54768,2015-11-03,1446577425,Charged,SH-02G,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,9610854,JP
1306-8346-9492-46799,2015-11-03,1446581352,Charged,SGP771,Winter Snow HD Live Wallpaper,com.dhearts.lwp.illumination,paidapp,,HKD,7.65,0.00,7.65,,-,,HK
1337-4779-1881-26704,2015-11-04,1446667095,Charged,SOL24,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,680-1413,JP
1302-0929-6065-02631,2015-11-05,1446752616,Charged,SBM302SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2530061,JP
1358-0584-8359-93237,2015-11-05,1446759362,Charged,SO-03G,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,9590242,JP
1304-1539-7963-90006,2015-11-05,1446764301,Charged,serranolte,Crystal 5 units,com.dhearts.monter,inapp,tier_5,EUR,2.99,0.72,3.71,Uimaharju ,,81280,FI
1309-5497-5486-80601,2015-11-06,1446835073,Charged,SHL25,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,下高井郡木島平村往郷1178ー18,長野県,3892302,JP
1380-8978-2458-13342,2015-11-06,1446836441,Charged,F01F,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,0368164,JP
1369-8896-0043-25517,2015-11-06,1446839922,Charged,SO-01H,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,板橋区,東京都,174-0056,JP
1399-8883-9787-87556,2015-11-07,1446880763,Charged,SO-02G,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,118.90,0.00,118.90,,,3550025,JP
1349-3504-4271-01758,2015-11-07,1446885089,Charged,SG404SH,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,9718171,JP
1323-8407-2902-24481,2015-11-07,1446886604,Charged,zeroltetmo,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,77057,US
1373-7598-1342-43106,2015-11-07,1446902797,Charged,blaze,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,857-0134,JP
1329-5708-8490-54923,2015-11-07,1446918736,Charged,SC-04E,Winter Snow HD Live Wallpaper,com.dhearts.lwp.illumination,paidapp,,VND,"22,038.00",0.00,"22,038.00",Hanoi,Hà Nội,,VN
1307-8798-5177-30823,2015-11-07,1446931987,Charged,wiko,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,EUR,0.88,0.17,1.05,,,44328,DE
1390-4573-7930-90536,2015-11-08,1446975946,Charged,SO-03G,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,5720831,JP
