Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1304675290195347,2014-06-01,1401596651,Charged,F06E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8996507,JP
1364312251906907,2014-06-01,1401614912,Charged,jactivelteatt,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,47037,US
1353608147378767,2014-06-01,1401621859,Charged,hlte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,900,TW
1377013330892481,2014-06-01,1401630749,Charged,C1905,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,HKD,8.14,0.00,8.14,,-,,HK
1390902565597699,2014-06-01,1401652382,Charged,F05F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2892521,JP
1315418369506509,2014-06-01,1401654169,Charged,hammerhead,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,Hollywood,FL,33021,US
1326691915945124,2014-06-02,1401689766,Charged,hwh881c,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,55445,US
1372477430531396,2014-06-02,1401717160,Charged,KYY22,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2890204,JP
1319591480550301,2014-06-02,1401737041,Charged,d2spr,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,66226,US
1313274714873147,2014-06-02,1401747070,Charged,SO-02F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,5016121,JP
1380741180369714,2014-06-03,1401753882,Charged,C6602,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,23145,TW
1303978624379993,2014-06-03,1401765222,Charged,jfltetmo,Crystal 50 units,com.dhearts.monter,inapp,tier_42,USD,42.99,0.00,42.99,,,98026,US
1300658372487822,2014-06-03,1401770306,Charged,C6903,Crystal 1 units,com.dhearts.monter,inapp,tier_1,EUR,0.74,0.00,0.74,,,86688,DE
1391898033150659,2014-06-03,1401837903,Charged,M210,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,三重區,新北市,241,TW
1380212860990893,2014-06-04,1401857294,Charged,falcon_cdma,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,91786,US
1394581270735078,2014-06-05,1401939080,Charged,D5503,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,GBP,0.70,0.00,0.70,,,IV36 1EB,GB
1390442041787053,2014-06-06,1402020016,Charged,P188F10,Package 3,com.dhearts.ninjalegend,inapp,diamond40,IDR,"58,918.00",0.00,"58,918.00",Jakarta,JK,10740,ID
1384074063169485,2014-06-06,1402037671,Charged,SBM206SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,838-0212,JP
1312525519264846,2014-06-07,1402101213,Charged,jfltetmo,Crystal 50 units,com.dhearts.monter,inapp,tier_42,USD,42.99,0.00,42.99,,,98026,US
