Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1378-6642-1005-55309,2015-12-01,1448948542,Charged,SG305SH,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,3310073,JP
1392-5499-1571-25805,2015-12-02,1449060285,Charged,hwG740-L00,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,EUR,0.68,0.13,0.81,Berlin,,12526,DE
1303-3445-1704-94923,2015-12-02,1449072439,Charged,octopus-ibt,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,,,23234,US
1373-1816-7200-48125,2015-12-02,1449087021,Charged,SOL26,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,須坂市,長野県,3820057,JP
1349-0047-3743-38213,2015-12-02,1449096701,Charged,meliusltespr,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,Martins Ferry,OH,43935,US
1362-8772-8720-13234,2015-12-02,1449097432,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,平鎮市,桃園縣,324,TW
1352-7087-0334-89953,2015-12-03,1449112911,Charged,401SO,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,5010701,JP
1328-9298-6185-53639,2015-12-03,1449153094,Charged,SOV31,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8300037,JP
1378-8754-6072-12861,2015-12-03,1449169276,Charged,K015,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,590-0138,JP
1369-1303-2231-36218,2015-12-03,1449169281,Charged,K015,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,590-0138,JP
1318-0962-7892-22455,2015-12-04,1449242399,Charged,SO-03G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,889-2524,JP
1306-6728-5547-68648,2015-12-04,1449242448,Charged,SO-03G,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,889-2524,JP
1388-9406-1817-10244,2015-12-05,1449325237,Charged,SOL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0300965,JP
1378-2281-8053-16431,2015-12-05,1449330248,Charged,SG404SH,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,9900821,JP
1313-3604-1809-50799,2015-12-05,1449344788,Charged,SOL26,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,3570021,JP
1360-8301-3582-69784,2015-12-06,1449385779,Charged,SC-04F,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,亀岡市曽我部町西条,京都府,6210028,JP
1388-7739-0820-61552,2015-12-06,1449406507,Charged,zerofltevzw,Winter Snow HD Live Wallpaper,com.dhearts.lwp.illumination,paidapp,,USD,0.99,0.00,0.99,,,12827,US
1333-7236-8502-06689,2015-12-06,1449425060,Charged,SOL26,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,7390615,JP
1394-8979-9842-78168,2015-12-06,1449431299,Charged,SCL24,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,028-8202,JP
1324-5644-9636-57517,2015-12-07,1449504514,Charged,SHV31,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,8071114,JP
1350-3207-7389-85780,2015-12-07,1449515262,Charged,F02H,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,黒川郡大和町宮床,宮城県,9813624,JP
1392-3813-1550-46231,2015-12-07,1449516570,Charged,SO-02H,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,9570061,JP
1387-3953-3881-98088,2015-12-07,1449526170,Charged,lt023g,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,344,TW
1316-1665-5760-08206,2015-12-09,1449649078,Charged,SOL26,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,6795301,JP
1331-8616-2828-63932,2015-12-09,1449652928,Charged,E6553,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,SGD,1.40,0.00,1.40,,,550324,SG
1388-0429-0146-29054,2015-12-09,1449652963,Charged,E6553,CherryBlossom HD LiveWallpaper,com.dhearts.lwp.cherryblossom_2,paidapp,,SGD,1.31,0.00,1.31,,,550324,SG
1348-8923-6733-34129,2015-12-09,1449666368,Charged,zeroflte,Crystal 50 units,com.dhearts.monter,inapp,tier_42,EUR,30.26,6.05,36.31,Chartres,,28000,FR
1321-6339-7154-14289,2015-12-09,1449666528,Charged,zeroflte,Crystal 50 units,com.dhearts.monter,inapp,tier_42,EUR,30.26,6.05,36.31,Chartres,,28000,FR
1377-3995-1387-85981,2015-12-09,1449667544,Charged,zeroflte,Crystal 5 units,com.dhearts.monter,inapp,tier_5,EUR,3.09,0.62,3.71,Chartres,,28000,FR
1358-2551-4939-46664,2015-12-09,1449670487,Charged,SO-01G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8150072,JP
1306-4185-7310-15744,2015-12-09,1449680394,Charged,SO-03F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,4371602,JP
1349-6484-8492-21548,2015-12-09,1449698425,Charged,SHV31,美しい雪景色 - イルミネーション HD ライブ壁紙,com.dhearts.lwp.illumination,paidapp,,JPY,119.00,0.00,119.00,,,085-0467,JP
