Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1398446871711090,2014-07-02,1404281249,Charged,hlteatt,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,19446,US
1308941533329578,2014-07-02,1404321688,Charged,m7wls,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,88345,US
1356422085232398,2014-07-02,1404333449,Charged,SBM202F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9260366,JP
1335195178305966,2014-07-03,1404362534,Charged,d2vmu,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,Chicago,IL,60625,US
1317592460907712,2014-07-03,1404362908,Charged,d2vmu,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,Chicago,IL,60625,US
1399720587243511,2014-07-03,1404411467,Charged,d2vmu,Crystal 30 units,com.dhearts.monter,inapp,tier_25,USD,24.99,0.00,24.99,Chicago,IL,60625,US
1349257525777245,2014-07-04,1404441817,Charged,warp2,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,92307,US
1320547418777604,2014-07-04,1404498873,Charged,dlxpul,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,300,TW
1316176418922629,2014-07-04,1404510886,Charged,SO-01F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,7710212,JP
1382277690917734,2014-07-04,1404513268,Charged,klteatt,Package 2,com.dhearts.ninjalegend,inapp,diamond15,USD,1.95,0.00,1.95,,,70812,US
1301645517847081,2014-07-04,1404513613,Charged,SO-03F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0380024,JP
1376806063271661,2014-07-05,1404546252,Charged,SH-01F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0798411,JP
1379181391470606,2014-07-05,1404551120,Charged,kltetmo,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,paidapp,,USD,0.99,0.00,0.99,,,76119,US
1329829853318273,2014-07-05,1404569626,Charged,GT-S6802B,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,7.20,0.00,7.20,,,97534,US
1334661867067747,2014-07-05,1404583957,Charged,SHL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0590032,JP
1355289759955213,2014-07-05,1404594476,Charged,klte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,110,TW
1364608158740317,2014-07-06,1404620606,Charged,lt02wifi,Package 1,com.dhearts.ninjalegend,inapp,diamond7,CAD,1.07,0.00,1.07,Surrey,BC,V3R 5P7,CA
1326505201591838,2014-07-06,1404621102,Charged,lt02wifi,Package 1,com.dhearts.ninjalegend,inapp,diamond7,CAD,1.07,0.00,1.07,Surrey,BC,V3R 5P7,CA
1383661208476018,2014-07-06,1404635456,Charged,GT-S6802B,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,7.20,0.00,7.20,,,97534,US
1360819735174703,2014-07-06,1404644531,Charged,icx1227,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,7100802,JP
1313246707744692,2014-07-07,1404720930,Charged,d2vzw,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,7.20,0.00,7.20,,,18642,US
1304969399983003,2014-07-08,1404820128,Charged,SH10D,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,4702531,JP
1349078567980371,2014-07-08,1404832934,Charged,d2vmu,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.81,0.00,8.81,Chicago,IL,60625,US
1399829684583387,2014-07-08,1404833169,Charged,d2vmu,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.81,0.00,8.81,Chicago,IL,60625,US
1308553804049775,2014-07-08,1404844336,Charged,SO-03F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,346-0003,JP
1398929419686259,2014-07-08,1404855072,Charged,hlte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,526,TW
1355914944653341,2014-07-09,1404902851,Charged,d2vzw,Stamina potion,com.dhearts.monter,inapp,sp_potion,USD,0.99,0.00,0.99,,,18642,US
1377873726574221,2014-07-09,1404903526,Charged,d2vzw,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,18642,US
1378886498407775,2014-07-10,1404983840,Charged,m7,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,401,TW
1328357810875279,2014-07-10,1405014322,Charged,SC-04F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,647-0034,JP
1367729200499335,2014-07-11,1405048558,Charged,jactivelteatt,Crystal 30 units,com.dhearts.monter,inapp,tier_25,USD,24.48,0.00,24.48,,,76073,US
1362422469684688,2014-07-11,1405048607,Charged,jactivelteatt,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,,,76073,US
1387349383091336,2014-07-11,1405048760,Charged,jactivelteatt,Crystal 50 units,com.dhearts.monter,inapp,tier_42,USD,41.13,0.00,41.13,,,76073,US
1380757229555647,2014-07-11,1405057372,Charged,GT-S6802B,Crystal 1 units,com.dhearts.monter,inapp,tier_1,USD,0.99,0.00,0.99,,,97534,US
1394153697013228,2014-07-11,1405096683,Charged,htc_m8,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,236,TW
1321417082956146,2014-07-11,1405107056,Charged,SH-04F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,1970003,JP
1309401705450841,2014-07-11,1405122175,Charged,jactivelteatt,Crystal 10 units,com.dhearts.monter,inapp,tier_10,USD,8.81,0.00,8.81,,,76073,US
1366796575021997,2014-07-11,1405122182,Charged,jactivelteatt,Crystal 50 units,com.dhearts.monter,inapp,tier_42,USD,41.13,0.00,41.13,,,76073,US
