Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1332458021852186,2015-06-01,1433119353,Charged,SOL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,8200021,JP
1356501325554008,2015-06-01,1433144972,Charged,SBM303SH,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,187-0022,JP
1319308504547486,2015-06-01,1433177773,Charged,SOL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,和歌山県橋本市高野口町,和歌山県,649-7201,JP
1370451799077231,2015-06-01,1433188923,Charged,SH-02G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,509-6472,JP
1360401881508466,2015-06-01,1433198165,Charged,Z008_1,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,242,TW
1326439228380526,2015-06-02,1433233189,Charged,kltetmo,Crystal 5 units,com.dhearts.monter,inapp,tier_5,USD,4.99,0.00,4.99,Munford,AL,36368,US
1312443850820350,2015-06-02,1433275317,Charged,SO-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,2591103,JP
1352096863579289,2015-06-02,1433286453,Charged,D6653,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,824,TW
1311672091732842,2015-06-03,1433300688,Charged,401SO,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,0791143,JP
1372115847117185,2015-06-03,1433343000,Charged,icx1227,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9201151,JP
1359650626996274,2015-06-03,1433369484,Charged,hlte,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,111,TW
1389515777615165,2015-06-04,1433402886,Charged,SO-04E,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,830-0066,JP
