Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer
1332-3447-2471-18352,2015-10-01,1443658613,Charged,htc_himaulatt,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,MXN,16.63,0.00,16.63,Guadalajara,JAL,44970,MX
1341-1917-1184-83141,2015-10-01,1443660287,Charged,SO-03G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,日南市南郷町中村甲,宮崎県,8893202,JP
1305-1509-9476-94189,2015-10-01,1443678349,Charged,hammerhead,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,3502205,JP
1309-1603-3909-69681,2015-10-01,1443690963,Charged,SHL23,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,9637733,JP
1386-8598-7110-61435,2015-10-01,1443711705,Charged,htc_b2wlj,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,857-0813,JP
1312-5836-8167-94099,2015-10-01,1443716084,Charged,hammerhead,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,5560029,JP
1370-1825-3680-78022,2015-10-01,1443717803,Charged,STR_96_Tablet,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,Choctaw,OK,73020,US
1367-8254-5771-02968,2015-10-01,1443719795,Charged,SO-04F,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,8020981,JP
1361-5216-4190-94869,2015-10-01,1443742648,Charged,SOL25,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,2620014,JP
1350-8395-9164-77738,2015-10-02,1443749632,Charged,g3,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,RON,3.90,0.94,4.84,Ploiești,,100216,RO
1387-4809-1146-85114,2015-10-02,1443775527,Charged,zenltevzw,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,Baytown,TX,77521,US
1349-7570-9437-25662,2015-10-02,1443790291,Charged,wiko,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,EUR,0.88,0.18,1.06,La Penne-sur-Huveaune,,13821,FR
1381-9727-4086-04076,2015-10-02,1443792952,Charged,g2m,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,PLN,2.71,0.62,3.33,Babinek,,74-202,PL
1341-3327-0527-29726,2015-10-02,1443804959,Charged,zeroltetmo,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,,,80020,US
1300-7750-0731-81173,2015-10-02,1443814421,Charged,SO-03G,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,2300031,JP
1353-8341-5095-70294,2015-10-02,1443816560,Charged,g3,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,TRY,2.90,0.00,2.90,İstanbul,Bahçelievler,38000,TR
1389-1852-2843-69670,2015-10-02,1443817588,Charged,SOL26,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,2530105,JP
1306-3925-4921-84887,2015-10-02,1443823896,Charged,SHL25,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,6550048,JP
1381-5318-7103-73638,2015-10-02,1443825581,Charged,a3lte,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,RUB,66.10,0.00,66.10,Тула,,300001,RU
1300-0509-1390-11029,2015-10-02,1443826367,Charged,logan2g,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,RUB,66.10,0.00,66.10,Тула,,300001,RU
1389-7529-4547-18913,2015-10-02,1443830170,Charged,SH-01F,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,242-0014,JP
1383-0408-6069-12705,2015-10-03,1443835598,Charged,hlte,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,HUF,276.00,75.00,351.00,Balassagyarmat,,2660,HU
1334-5193-9707-27277,2015-10-03,1443850946,Charged,SO-02G,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,2110022,JP
1354-1049-6815-02212,2015-10-03,1443851977,Charged,SO-01G,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,JPY,99.00,0.00,99.00,,,1930944,JP
1361-1119-6094-35696,2015-10-03,1443857336,Charged,D6563,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,paidapp,,TWD,30.00,0.00,30.00,,,802,TW
1365-3922-3782-75570,2015-10-03,1443859588,Charged,shamu,KING　ライブ壁紙,com.dhearts.kinglivewallpaper,paidapp,,CAD,1.07,0.00,1.07,ソルト・スプリング・アイランド,BC,V8K 2L3,CA
1381-1353-5298-37837,2015-10-03,1443866755,Charged,SO-01G,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,0390122,JP
1302-0470-1672-94211,2015-10-03,1443866864,Charged,SO-01G,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,paidapp,,JPY,119.00,0.00,119.00,,,0390122,JP
1322-1626-6800-71460,2015-10-03,1443870041,Charged,zerofltevzw,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,,,12827,US
1358-5957-9966-39715,2015-10-03,1443871415,Charged,yellowtail,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,paidapp,,USD,0.99,0.00,0.99,,,12827,US
1322-1389-4628-53955,2015-10-03,1443873440,Charged,KYY23,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,paidapp,,JPY,119.00,0.00,119.00,,,270-1431,JP
