Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
1309-1603-3909-69681,"Oct 1, 2015",2:16:02 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHL23,JP,,9637733,JPY,99.00,1.000000,JPY,99.00
1309-1603-3909-69681,"Oct 1, 2015",2:16:02 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHL23,JP,,9637733,JPY,-30.00,1.000000,JPY,-30.00
1386-8598-7110-61435,"Oct 1, 2015",8:01:44 AM PDT,,Charge,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,htc_b2wlj,JP,,857-0813,JPY,119.00,1.000000,JPY,119.00
1386-8598-7110-61435,"Oct 1, 2015",8:01:44 AM PDT,,Google fee,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,htc_b2wlj,JP,,857-0813,JPY,-36.00,1.000000,JPY,-36.00
1312-5836-8167-94099,"Oct 1, 2015",9:14:44 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hammerhead,JP,,5560029,JPY,99.00,1.000000,JPY,99.00
1312-5836-8167-94099,"Oct 1, 2015",9:14:44 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hammerhead,JP,,5560029,JPY,-30.00,1.000000,JPY,-30.00
1370-1825-3680-78022,"Oct 1, 2015",9:43:22 AM PDT,,Charge,,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,0,,STR_96_Tablet,US,OK,73020,USD,0.99,119.630000,JPY,118.00
1370-1825-3680-78022,"Oct 1, 2015",9:43:22 AM PDT,,Google fee,,Autumn Leaves HD LiveWallpaper,com.dhearts.lwp.momiji_2,0,,STR_96_Tablet,US,OK,73020,USD,-0.30,119.630000,JPY,-36.00
1367-8254-5771-02968,"Oct 1, 2015",10:16:34 AM PDT,,Charge,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,SO-04F,JP,,8020981,JPY,119.00,1.000000,JPY,119.00
1367-8254-5771-02968,"Oct 1, 2015",10:16:34 AM PDT,,Google fee,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,SO-04F,JP,,8020981,JPY,-36.00,1.000000,JPY,-36.00
1361-5216-4190-94869,"Oct 1, 2015",4:37:28 PM PDT,,Charge,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,SOL25,JP,,2620014,JPY,119.00,1.000000,JPY,119.00
1361-5216-4190-94869,"Oct 1, 2015",4:37:28 PM PDT,,Google fee,,紅葉 HD ライブ壁紙,com.dhearts.lwp.momiji_2,0,,SOL25,JP,,2620014,JPY,-36.00,1.000000,JPY,-36.00
