Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
1370987528240431,"Mar 5, 2013",1:28:26 PM PST,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHL21,JP,,3890822,JPY,-30,1.000000,JPY,-30
1370987528240431,"Mar 5, 2013",1:28:26 PM PST,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHL21,JP,,3890822,JPY,99,1.000000,JPY,99
1383106754074592,"Mar 7, 2013",8:29:06 AM PST,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,,3710114,JPY,99,1.000000,JPY,99
1383106754074592,"Mar 7, 2013",8:29:06 AM PST,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,,3710114,JPY,-30,1.000000,JPY,-30
1307246021338649,"Mar 7, 2013",11:50:06 AM PST,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02C,JP,埼玉県,3310812,JPY,-30,1.000000,JPY,-30
1307246021338649,"Mar 7, 2013",11:50:06 AM PST,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02C,JP,埼玉県,3310812,JPY,99,1.000000,JPY,99
1389362175862107,"Mar 9, 2013",1:16:50 PM PST,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH01D,JP,千葉県,2702222,JPY,-30,1.000000,JPY,-30
1389362175862107,"Mar 9, 2013",1:16:50 PM PST,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH01D,JP,千葉県,2702222,JPY,99,1.000000,JPY,99
1326593522696932,"Mar 9, 2013",10:17:52 PM PST,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-01D,JP,埼玉県,368-0111,JPY,-30,1.000000,JPY,-30
1326593522696932,"Mar 9, 2013",10:17:52 PM PST,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-01D,JP,埼玉県,368-0111,JPY,99,1.000000,JPY,99
1307560629055035,"Mar 10, 2013",9:21:12 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI13,JP,,6971322,JPY,-30,1.000000,JPY,-30
1307560629055035,"Mar 10, 2013",9:21:12 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI13,JP,,6971322,JPY,99,1.000000,JPY,99
1356854680258609,"Mar 10, 2013",1:51:53 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYY04,JP,神奈川県,2500855,JPY,-30,1.000000,JPY,-30
1356854680258609,"Mar 10, 2013",1:51:53 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYY04,JP,神奈川県,2500855,JPY,99,1.000000,JPY,99
1301018966642781,"Mar 10, 2013",3:04:06 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,f11eif,JP,長野県,3920012,JPY,-30,1.000000,JPY,-30
1301018966642781,"Mar 10, 2013",3:04:06 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,f11eif,JP,長野県,3920012,JPY,99,1.000000,JPY,99
1343744637331740,"Mar 10, 2013",8:01:01 PM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,d2spr,US,OK,73120,USD,-0.30,96.140000,JPY,-29
1343744637331740,"Mar 10, 2013",8:01:01 PM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,d2spr,US,OK,73120,USD,0.99,96.140000,JPY,95
1308325022039482,"Mar 11, 2013",12:47:12 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH10D,JP,宮城県,9810101,JPY,-30,1.000000,JPY,-30
1308325022039482,"Mar 11, 2013",12:47:12 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH10D,JP,宮城県,9810101,JPY,99,1.000000,JPY,99
1363093947630868,"Mar 11, 2013",1:04:29 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-06C,JP,,5200804,JPY,-30,1.000000,JPY,-30
1363093947630868,"Mar 11, 2013",1:04:29 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-06C,JP,,5200804,JPY,99,1.000000,JPY,99
1338983281826172,"Mar 12, 2013",1:29:46 AM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,t0lteatt,US,LA,70056,USD,-0.30,96.390000,JPY,-29
1338983281826172,"Mar 12, 2013",1:29:46 AM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,t0lteatt,US,LA,70056,USD,0.99,96.390000,JPY,95
1341610602868080,"Mar 12, 2013",7:49:51 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOL21,JP,,467-0834,JPY,-30,1.000000,JPY,-30
1341610602868080,"Mar 12, 2013",7:49:51 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOL21,JP,,467-0834,JPY,99,1.000000,JPY,99
1398827088886395,"Mar 12, 2013",8:15:11 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,FJL21,JP,,9813417,JPY,-30,1.000000,JPY,-30
1398827088886395,"Mar 12, 2013",8:15:11 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,FJL21,JP,,9813417,JPY,99,1.000000,JPY,99
1312715442685454,"Mar 12, 2013",9:02:01 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,CAL21,JP,,3620073,JPY,-30,1.000000,JPY,-30
1312715442685454,"Mar 12, 2013",9:02:01 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,CAL21,JP,,3620073,JPY,99,1.000000,JPY,99
1331475309693433,"Mar 12, 2013",10:59:25 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,,431-1411,JPY,-30,1.000000,JPY,-30
1331475309693433,"Mar 12, 2013",10:59:25 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,,431-1411,JPY,99,1.000000,JPY,99
1377814838377154,"Mar 12, 2013",11:09:44 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,d2dcm,JP,,904-2231,JPY,-30,1.000000,JPY,-30
1377814838377154,"Mar 12, 2013",11:09:44 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,d2dcm,JP,,904-2231,JPY,99,1.000000,JPY,99
1304738860146910,"Mar 12, 2013",12:41:02 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,7000951,JPY,-30,1.000000,JPY,-30
1304738860146910,"Mar 12, 2013",12:41:02 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,7000951,JPY,99,1.000000,JPY,99
1351535541191252,"Mar 12, 2013",10:29:29 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,埼玉県,343-0022,JPY,-30,1.000000,JPY,-30
1351535541191252,"Mar 12, 2013",10:29:29 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,埼玉県,343-0022,JPY,99,1.000000,JPY,99
1306001948368768,"Mar 13, 2013",8:43:33 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM006SH,JP,群馬県,3703602,JPY,-30,1.000000,JPY,-30
1306001948368768,"Mar 13, 2013",8:43:33 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM006SH,JP,群馬県,3703602,JPY,99,1.000000,JPY,99
1300986035062998,"Mar 13, 2013",11:16:19 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11N,JP,石川県,9240836,JPY,-30,1.000000,JPY,-30
1300986035062998,"Mar 13, 2013",11:16:19 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11N,JP,石川県,9240836,JPY,99,1.000000,JPY,99
1358770812120152,"Mar 13, 2013",3:42:42 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,JP,,634-0822,JPY,99,1.000000,JPY,99
1358770812120152,"Mar 13, 2013",3:42:42 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,JP,,634-0822,JPY,-30,1.000000,JPY,-30
1326516334596261,"Mar 14, 2013",7:55:58 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI15,JP,,0850036,JPY,-30,1.000000,JPY,-30
1326516334596261,"Mar 14, 2013",7:55:58 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI15,JP,,0850036,JPY,99,1.000000,JPY,99
1305534322797294,"Mar 14, 2013",12:31:22 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,,514-2113,JPY,99,1.000000,JPY,99
1305534322797294,"Mar 14, 2013",12:31:22 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM203SH,JP,,514-2113,JPY,-30,1.000000,JPY,-30
1319577291447824,"Mar 14, 2013",1:17:36 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02E,JP,,6350831,JPY,-30,1.000000,JPY,-30
1319577291447824,"Mar 14, 2013",1:17:36 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02E,JP,,6350831,JPY,99,1.000000,JPY,99
1339506152966538,"Mar 14, 2013",2:09:14 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02C,JP,,520-3245,JPY,99,1.000000,JPY,99
1339506152966538,"Mar 14, 2013",2:09:14 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02C,JP,,520-3245,JPY,-30,1.000000,JPY,-30
1316640605979548,"Mar 14, 2013",7:03:17 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-05D,JP,大阪府,572-0013,JPY,99,1.000000,JPY,99
1316640605979548,"Mar 14, 2013",7:03:17 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-05D,JP,大阪府,572-0013,JPY,-30,1.000000,JPY,-30
1316386873198348,"Mar 15, 2013",1:48:31 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,849-4271,JPY,99,1.000000,JPY,99
1316386873198348,"Mar 15, 2013",1:48:31 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,849-4271,JPY,-30,1.000000,JPY,-30
1327269788820536,"Mar 15, 2013",6:34:47 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,兵庫県,6740074,JPY,99,1.000000,JPY,99
1327269788820536,"Mar 15, 2013",6:34:47 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,兵庫県,6740074,JPY,-30,1.000000,JPY,-30
1364969965453219,"Mar 15, 2013",11:19:37 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11S,JP,,923-1226,JPY,-30,1.000000,JPY,-30
1364969965453219,"Mar 15, 2013",11:19:37 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11S,JP,,923-1226,JPY,99,1.000000,JPY,99
1384027092637410,"Mar 15, 2013",11:20:48 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,埼玉県,355-0328,JPY,99,1.000000,JPY,99
1384027092637410,"Mar 15, 2013",11:20:48 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,埼玉県,355-0328,JPY,-30,1.000000,JPY,-30
1337140983548041,"Mar 15, 2013",2:50:10 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F02E,JP,,3000052,JPY,99,1.000000,JPY,99
1337140983548041,"Mar 15, 2013",2:50:10 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F02E,JP,,3000052,JPY,-30,1.000000,JPY,-30
1306137468664392,"Mar 15, 2013",10:43:04 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,,2710051,JPY,99,1.000000,JPY,99
1306137468664392,"Mar 15, 2013",10:43:04 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,,2710051,JPY,-30,1.000000,JPY,-30
1370544794873823,"Mar 16, 2013",2:19:39 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02C,JP,岡山県,701-4501,JPY,-30,1.000000,JPY,-30
1370544794873823,"Mar 16, 2013",2:19:39 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02C,JP,岡山県,701-4501,JPY,99,1.000000,JPY,99
1395061976340612,"Mar 16, 2013",2:55:38 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11CA,JP,愛媛県,7980044,JPY,99,1.000000,JPY,99
1395061976340612,"Mar 16, 2013",2:55:38 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS11CA,JP,愛媛県,7980044,JPY,-30,1.000000,JPY,-30
1350391932011482,"Mar 17, 2013",12:21:16 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02C,JP,神奈川県,241-0023,JPY,99,1.000000,JPY,99
1350391932011482,"Mar 17, 2013",12:21:16 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02C,JP,神奈川県,241-0023,JPY,-30,1.000000,JPY,-30
1366503370458998,"Mar 17, 2013",3:12:36 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,JP,,8500011,JPY,-30,1.000000,JPY,-30
1366503370458998,"Mar 17, 2013",3:12:36 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,JP,,8500011,JPY,99,1.000000,JPY,99
1397944330372132,"Mar 17, 2013",6:05:45 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,神奈川県,2260012,JPY,99,1.000000,JPY,99
1397944330372132,"Mar 17, 2013",6:05:45 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,神奈川県,2260012,JPY,-30,1.000000,JPY,-30
1370539772823512,"Mar 17, 2013",6:18:48 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03E,JP,,5016115,JPY,-30,1.000000,JPY,-30
1370539772823512,"Mar 17, 2013",6:18:48 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03E,JP,,5016115,JPY,99,1.000000,JPY,99
1327588373334446,"Mar 17, 2013",7:33:00 AM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,ST26i,SG,,,SGD,1.31,76.482000,JPY,100
1327588373334446,"Mar 17, 2013",7:33:00 AM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,ST26i,SG,,,SGD,-0.39,76.482000,JPY,-29
1372764345206805,"Mar 17, 2013",9:14:21 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,P-02E,JP,,0110917,JPY,-30,1.000000,JPY,-30
1372764345206805,"Mar 17, 2013",9:14:21 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,P-02E,JP,,0110917,JPY,99,1.000000,JPY,99
1335983993327820,"Mar 17, 2013",9:54:46 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,群馬県,373-0813,JPY,-30,1.000000,JPY,-30
1335983993327820,"Mar 17, 2013",9:54:46 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,群馬県,373-0813,JPY,99,1.000000,JPY,99
1391953428135261,"Mar 17, 2013",10:26:32 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,maruko,JP,,2990115,JPY,99,1.000000,JPY,99
1391953428135261,"Mar 17, 2013",10:26:32 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,maruko,JP,,2990115,JPY,-30,1.000000,JPY,-30
1367753385942535,"Mar 17, 2013",12:18:07 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,静岡県,4190302,JPY,99,1.000000,JPY,99
1367753385942535,"Mar 17, 2013",12:18:07 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,静岡県,4190302,JPY,-30,1.000000,JPY,-30
1344084052092154,"Mar 17, 2013",4:10:53 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,streak,JP,,9650834,JPY,-30,1.000000,JPY,-30
1344084052092154,"Mar 17, 2013",4:10:53 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,streak,JP,,9650834,JPY,99,1.000000,JPY,99
1312120906468665,"Mar 17, 2013",4:55:44 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,,252-0335,JPY,-30,1.000000,JPY,-30
1312120906468665,"Mar 17, 2013",4:55:44 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04E,JP,,252-0335,JPY,99,1.000000,JPY,99
1380169793364769,"Mar 17, 2013",4:55:45 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,京都府,6048811,JPY,99,1.000000,JPY,99
1380169793364769,"Mar 17, 2013",4:55:45 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03D,JP,京都府,6048811,JPY,-30,1.000000,JPY,-30
1319780391319917,"Mar 17, 2013",7:25:00 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02B,JP,兵庫県,676-0812,JPY,99,1.000000,JPY,99
1319780391319917,"Mar 17, 2013",7:25:00 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-02B,JP,兵庫県,676-0812,JPY,-30,1.000000,JPY,-30
1313494840144866,"Mar 18, 2013",1:34:38 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,3550077,JPY,99,1.000000,JPY,99
1313494840144866,"Mar 18, 2013",1:34:38 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,3550077,JPY,-30,1.000000,JPY,-30
1370052443666804,"Mar 18, 2013",2:51:58 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03E,JP,,0892152,JPY,-30,1.000000,JPY,-30
1370052443666804,"Mar 18, 2013",2:51:58 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-03E,JP,,0892152,JPY,99,1.000000,JPY,99
1312235914169086,"Mar 18, 2013",9:06:45 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYL21,JP,,723-0004,JPY,-30,1.000000,JPY,-30
1312235914169086,"Mar 18, 2013",9:06:45 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYL21,JP,,723-0004,JPY,99,1.000000,JPY,99
1377559769607388,"Mar 18, 2013",9:37:31 AM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,GT-I9070,TH,สมุทรสงคราม,75000,JPY,99,1.000000,JPY,99
1377559769607388,"Mar 18, 2013",9:37:31 AM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,GT-I9070,TH,สมุทรสงคราม,75000,JPY,-30,1.000000,JPY,-30
1306125916009754,"Mar 18, 2013",11:47:38 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS12S,JP,長野県,3998101,JPY,-30,1.000000,JPY,-30
1306125916009754,"Mar 18, 2013",11:47:38 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS12S,JP,長野県,3998101,JPY,99,1.000000,JPY,99
1368454887980686,"Mar 18, 2013",12:22:35 PM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,t0lteatt,US,NY,13601,USD,-0.30,94.900000,JPY,-29
1368454887980686,"Mar 18, 2013",12:22:35 PM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,t0lteatt,US,NY,13601,USD,0.99,94.900000,JPY,94
1330912187475445,"Mar 18, 2013",1:16:37 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,京都府,6130915,JPY,99,1.000000,JPY,99
1330912187475445,"Mar 18, 2013",1:16:37 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH12C,JP,京都府,6130915,JPY,-30,1.000000,JPY,-30
1388666928407726,"Mar 18, 2013",2:17:08 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,mirachj,JP,青森県,038-1133,JPY,99,1.000000,JPY,99
1388666928407726,"Mar 18, 2013",2:17:08 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,mirachj,JP,青森県,038-1133,JPY,-30,1.000000,JPY,-30
1313355696787780,"Mar 18, 2013",2:24:48 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,imnj,JP,,5050116,JPY,-30,1.000000,JPY,-30
1313355696787780,"Mar 18, 2013",2:24:48 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,imnj,JP,,5050116,JPY,99,1.000000,JPY,99
1357550865880626,"Mar 18, 2013",2:46:35 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,DE,,71155,EUR,0.81,123.550000,JPY,100
1357550865880626,"Mar 18, 2013",2:46:35 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH02E,DE,,71155,EUR,-0.24,123.550000,JPY,-30
1333027279687427,"Mar 18, 2013",4:11:05 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,blaze,JP,山口県,742-0021,JPY,-30,1.000000,JPY,-30
1333027279687427,"Mar 18, 2013",4:11:05 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,blaze,JP,山口県,742-0021,JPY,99,1.000000,JPY,99
1319663807474513,"Mar 18, 2013",4:18:48 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,geehdc,JP,,1760022,JPY,-30,1.000000,JPY,-30
1319663807474513,"Mar 18, 2013",4:18:48 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,geehdc,JP,,1760022,JPY,99,1.000000,JPY,99
1368324575474331,"Mar 18, 2013",4:40:31 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM103SH,JP,静岡県,4213203,JPY,-30,1.000000,JPY,-30
1368324575474331,"Mar 18, 2013",4:40:31 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM103SH,JP,静岡県,4213203,JPY,99,1.000000,JPY,99
1306511845340147,"Mar 18, 2013",8:44:04 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,d2dcm,JP,,362-0805,JPY,99,1.000000,JPY,99
1306511845340147,"Mar 18, 2013",8:44:04 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,d2dcm,JP,,362-0805,JPY,-30,1.000000,JPY,-30
1382698169472512,"Mar 19, 2013",5:05:08 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH04E,JP,,1540002,JPY,99,1.000000,JPY,99
1382698169472512,"Mar 19, 2013",5:05:08 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH04E,JP,,1540002,JPY,-30,1.000000,JPY,-30
1364837915810070,"Mar 19, 2013",2:15:35 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,blaze,JP,,3610071,JPY,-30,1.000000,JPY,-30
