Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
1356501325554008,"Jun 1, 2015",12:49:31 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM303SH,JP,,187-0022,JPY,-30,1.000000,JPY,-30
1356501325554008,"Jun 1, 2015",12:49:31 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SBM303SH,JP,,187-0022,JPY,99,1.000000,JPY,99
1319308504547486,"Jun 1, 2015",9:56:13 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOL23,JP,和歌山県,649-7201,JPY,-30,1.000000,JPY,-30
1319308504547486,"Jun 1, 2015",9:56:13 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOL23,JP,和歌山県,649-7201,JPY,99,1.000000,JPY,99
1370451799077231,"Jun 1, 2015",1:02:03 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-02G,JP,,509-6472,JPY,-30,1.000000,JPY,-30
1370451799077231,"Jun 1, 2015",1:02:03 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-02G,JP,,509-6472,JPY,99,1.000000,JPY,99
1360401881508466,"Jun 1, 2015",3:36:05 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,Z008_1,TW,,242,TWD,-9.00,4.041700,JPY,-36
1360401881508466,"Jun 1, 2015",3:36:05 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,Z008_1,TW,,242,TWD,30.00,4.041700,JPY,121
1326439228380526,"Jun 2, 2015",1:19:48 AM PDT,,Google fee,,Crystal 5 units,com.dhearts.monter,1,tier_5,kltetmo,US,AL,36368,USD,-1.50,124.540000,JPY,-187
1326439228380526,"Jun 2, 2015",1:19:48 AM PDT,,Charge,,Crystal 5 units,com.dhearts.monter,1,tier_5,kltetmo,US,AL,36368,USD,4.99,124.540000,JPY,621
1312443850820350,"Jun 2, 2015",1:01:57 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,2591103,JPY,-30,1.000000,JPY,-30
1312443850820350,"Jun 2, 2015",1:01:57 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,2591103,JPY,99,1.000000,JPY,99
1352096863579289,"Jun 2, 2015",4:07:33 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,D6653,TW,,824,TWD,-9.00,4.031800,JPY,-36
1352096863579289,"Jun 2, 2015",4:07:33 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,D6653,TW,,824,TWD,30.00,4.031800,JPY,121
1311672091732842,"Jun 2, 2015",8:04:48 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,401SO,JP,,0791143,JPY,-30,1.000000,JPY,-30
1311672091732842,"Jun 2, 2015",8:04:48 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,401SO,JP,,0791143,JPY,99,1.000000,JPY,99
1372115847117185,"Jun 3, 2015",7:49:59 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,icx1227,JP,,9201151,JPY,-30,1.000000,JPY,-30
1372115847117185,"Jun 3, 2015",7:49:59 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,icx1227,JP,,9201151,JPY,99,1.000000,JPY,99
1359650626996274,"Jun 3, 2015",3:11:23 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hlte,TW,台北市,111,TWD,-9.00,4.036700,JPY,-36
1359650626996274,"Jun 3, 2015",3:11:23 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hlte,TW,台北市,111,TWD,30.00,4.036700,JPY,121
1389515777615165,"Jun 4, 2015",12:28:05 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,830-0066,JPY,-30,1.000000,JPY,-30
1389515777615165,"Jun 4, 2015",12:28:05 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,830-0066,JPY,99,1.000000,JPY,99
1328762054689444,"Jun 4, 2015",5:12:47 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-06E,JP,,864-0023,JPY,-30,1.000000,JPY,-30
1328762054689444,"Jun 4, 2015",5:12:47 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,N-06E,JP,,864-0023,JPY,99,1.000000,JPY,99
1314126251920509,"Jun 4, 2015",11:50:55 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,8300063,JPY,-30,1.000000,JPY,-30
1314126251920509,"Jun 4, 2015",11:50:55 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-04E,JP,,8300063,JPY,99,1.000000,JPY,99
1374557500263099,"Jun 5, 2015",12:09:32 AM PDT,,Google fee,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,SCL24,JP,Osaka,5340024,JPY,-30,1.000000,JPY,-30
1374557500263099,"Jun 5, 2015",12:09:32 AM PDT,,Charge,,Cherry blossom LiveWallpaper,com.quan.lwp.fallingleaveslwp,0,,SCL24,JP,Osaka,5340024,JPY,99,1.000000,JPY,99
1390638780450357,"Jun 5, 2015",5:31:54 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-01F,JP,,2920205,JPY,-30,1.000000,JPY,-30
1390638780450357,"Jun 5, 2015",5:31:54 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-01F,JP,,2920205,JPY,99,1.000000,JPY,99
1330986393032162,"Jun 5, 2015",8:38:30 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,l_dcm,JP,,9718101,JPY,-30,1.000000,JPY,-30
1330986393032162,"Jun 5, 2015",8:38:30 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,l_dcm,JP,,9718101,JPY,99,1.000000,JPY,99
1385139680412773,"Jun 5, 2015",1:14:37 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYY24,JP,,877-1232,JPY,-30,1.000000,JPY,-30
1385139680412773,"Jun 5, 2015",1:14:37 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,KYY24,JP,,877-1232,JPY,99,1.000000,JPY,99
1301228244277529,"Jun 5, 2015",1:23:56 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI13,JP,,2450066,JPY,-30,1.000000,JPY,-30
1301228244277529,"Jun 5, 2015",1:23:56 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHI13,JP,,2450066,JPY,99,1.000000,JPY,99
1345407147462620,"Jun 5, 2015",1:26:18 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04G,JP,広島県,7200822,JPY,-30,1.000000,JPY,-30
1345407147462620,"Jun 5, 2015",1:26:18 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,F04G,JP,広島県,7200822,JPY,99,1.000000,JPY,99
1321687413807890,"Jun 5, 2015",2:35:23 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,401SO,JP,,221-0851,JPY,-30,1.000000,JPY,-30
1321687413807890,"Jun 5, 2015",2:35:23 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,401SO,JP,,221-0851,JPY,99,1.000000,JPY,99
1368320523775519,"Jun 5, 2015",10:16:11 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02G,JP,,518-0811,JPY,-30,1.000000,JPY,-30
1368320523775519,"Jun 5, 2015",10:16:11 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-02G,JP,,518-0811,JPY,99,1.000000,JPY,99
1356488898308322,"Jun 6, 2015",3:12:56 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,0708012,JPY,-30,1.000000,JPY,-30
1356488898308322,"Jun 6, 2015",3:12:56 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,dlxj,JP,,0708012,JPY,99,1.000000,JPY,99
1351740692403818,"Jun 6, 2015",4:15:52 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,IS12S,JP,,424-0047,JPY,-30,1.000000,JPY,-30
