Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
1365596899401421,"Jul 1, 2015",12:36:58 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-01F,JP,,6730012,JPY,-30,1.000000,JPY,-30
1365596899401421,"Jul 1, 2015",12:36:58 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-01F,JP,,6730012,JPY,99,1.000000,JPY,99
1344155119269292,"Jul 1, 2015",5:34:49 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-04G,JP,,0285712,JPY,-30,1.000000,JPY,-30
1344155119269292,"Jul 1, 2015",5:34:49 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-04G,JP,,0285712,JPY,99,1.000000,JPY,99
1325152236844616,"Jul 1, 2015",9:39:35 AM PDT,,Google fee,,5000 coins,com.dhearts.labyrinth,1,coin5,SOL23,JP,,3701213,JPY,-30,1.000000,JPY,-30
1325152236844616,"Jul 1, 2015",9:39:35 AM PDT,,Charge,,5000 coins,com.dhearts.labyrinth,1,coin5,SOL23,JP,,3701213,JPY,100,1.000000,JPY,100
1367230958369284,"Jul 1, 2015",2:40:57 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-04E,JP,,8860004,JPY,-30,1.000000,JPY,-30
1367230958369284,"Jul 1, 2015",2:40:57 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-04E,JP,,8860004,JPY,99,1.000000,JPY,99
1301481792193526,"Jul 2, 2015",5:08:24 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-03F,JP,広島県,7330035,JPY,-30,1.000000,JPY,-30
1301481792193526,"Jul 2, 2015",5:08:24 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SO-03F,JP,広島県,7330035,JPY,99,1.000000,JPY,99
1397869103840686,"Jul 2, 2015",8:37:29 AM PDT,,Google fee,,5000 coins,com.dhearts.labyrinth,1,coin5,m2a3g,TH,กรุงเทพมหานคร,10700,THB,-9.60,3.644100,JPY,-35
1397869103840686,"Jul 2, 2015",8:37:29 AM PDT,,Charge,,5000 coins,com.dhearts.labyrinth,1,coin5,m2a3g,TH,กรุงเทพมหานคร,10700,THB,32.00,3.644100,JPY,117
1353784721941687,"Jul 2, 2015",10:10:20 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,g2,TW,,732,TWD,-9.00,3.993000,JPY,-36
1353784721941687,"Jul 2, 2015",10:10:20 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,g2,TW,,732,TWD,30.00,3.993000,JPY,120
1359756348533817,"Jul 2, 2015",9:42:38 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hammerhead,JP,,6550004,JPY,-30,1.000000,JPY,-30
1359756348533817,"Jul 2, 2015",9:42:38 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,hammerhead,JP,,6550004,JPY,99,1.000000,JPY,99
1305830244324227,"Jul 3, 2015",5:00:34 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,X9006,TW,,24765,TWD,-9.00,3.979000,JPY,-36
1305830244324227,"Jul 3, 2015",5:00:34 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,X9006,TW,,24765,TWD,30.00,3.979000,JPY,119
1308605173693063,"Jul 3, 2015",11:51:14 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,P-02E,JP,,1980043,JPY,-30,1.000000,JPY,-30
1308605173693063,"Jul 3, 2015",11:51:14 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,P-02E,JP,,1980043,JPY,99,1.000000,JPY,99
1312303959348178,"Jul 3, 2015",4:27:46 PM PDT,,Google fee,,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,0,,K01H,TW,,106,TWD,-9.00,3.976800,JPY,-36
1312303959348178,"Jul 3, 2015",4:27:46 PM PDT,,Charge,,夜桜 HD ライブ壁紙,com.dhearts.lwp.cherryblossom_2,0,,K01H,TW,,106,TWD,30.00,3.976800,JPY,119
1347656905172352,"Jul 4, 2015",3:57:34 AM PDT,,Google fee,,CherryBlossom HD LiveWallpaper,com.dhearts.lwp.cherryblossom_2,0,,matisse3g,VN,Hà Nội,,VND,-6328,0.005629,JPY,-36
1347656905172352,"Jul 4, 2015",3:57:34 AM PDT,,Charge,,CherryBlossom HD LiveWallpaper,com.dhearts.lwp.cherryblossom_2,0,,matisse3g,VN,Hà Nội,,VND,21093,0.005629,JPY,119
1373002269742420,"Jul 4, 2015",10:04:05 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-04F,JP,,5060004,JPY,-30,1.000000,JPY,-30
1373002269742420,"Jul 4, 2015",10:04:05 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SH-04F,JP,,5060004,JPY,99,1.000000,JPY,99
1363468800745821,"Jul 4, 2015",12:09:22 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_a5mgp_dug,TW,,70174,TWD,-9.00,3.976800,JPY,-36
1363468800745821,"Jul 4, 2015",12:09:22 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_a5mgp_dug,TW,,70174,TWD,30.00,3.976800,JPY,119
1326166738866713,"Jul 5, 2015",1:59:29 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,LT25i,TW,,843,TWD,-9.00,3.976800,JPY,-36
1326166738866713,"Jul 5, 2015",1:59:29 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,LT25i,TW,,843,TWD,30.00,3.976800,JPY,119
1315185018151118,"Jul 5, 2015",9:01:37 AM PDT,,Google fee,,100000 coins,com.dhearts.labyrinth,1,coin100,SO-05F,JP,和歌山県,640-8451,JPY,-510,1.000000,JPY,-510
1315185018151118,"Jul 5, 2015",9:01:37 AM PDT,,Charge,,100000 coins,com.dhearts.labyrinth,1,coin100,SO-05F,JP,和歌山県,640-8451,JPY,1700,1.000000,JPY,1700
1371993569900494,"Jul 5, 2015",9:22:31 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHV32,JP,千葉県,2940051,JPY,-30,1.000000,JPY,-30
1371993569900494,"Jul 5, 2015",9:22:31 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SHV32,JP,千葉県,2940051,JPY,99,1.000000,JPY,99
1327937465752920,"Jul 5, 2015",10:25:48 AM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOV31,JP,,6740083,JPY,-30,1.000000,JPY,-30
1327937465752920,"Jul 5, 2015",10:25:48 AM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SOV31,JP,,6740083,JPY,99,1.000000,JPY,99
1304639231557003,"Jul 5, 2015",1:17:34 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-04G,JP,,3000604,JPY,-30,1.000000,JPY,-30
1304639231557003,"Jul 5, 2015",1:17:34 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,SC-04G,JP,,3000604,JPY,99,1.000000,JPY,99
1339725836643302,"Jul 5, 2015",2:58:22 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_a51tuhl,TW,,248,TWD,-9.00,3.976800,JPY,-36
1339725836643302,"Jul 5, 2015",2:58:22 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_a51tuhl,TW,,248,TWD,30.00,3.976800,JPY,119
1378788304062463,"Jul 6, 2015",5:30:48 AM PDT,,Google fee,,100000 coins,com.dhearts.labyrinth,1,coin100,trlteatt,US,MS,38632,USD,-4.31,122.780000,JPY,-529
1378788304062463,"Jul 6, 2015",5:30:48 AM PDT,,Charge,,100000 coins,com.dhearts.labyrinth,1,coin100,trlteatt,US,MS,38632,USD,14.35,122.780000,JPY,1762
1384733809475951,"Jul 6, 2015",2:05:49 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_hiau_ml_tuhl,TW,,334,TWD,-9.00,3.963600,JPY,-36
1384733809475951,"Jul 6, 2015",2:05:49 PM PDT,,Charge,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,htc_hiau_ml_tuhl,TW,,334,TWD,30.00,3.963600,JPY,119
1300195310358773,"Jul 6, 2015",2:16:48 PM PDT,,Google fee,,夜桜　ライブ壁紙,com.quan.lwp.fallingleaveslwp,0,,D5833,TW,,434,TWD,-9.00,3.963600,JPY,-36
