Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category	CMB	Device	Supported Platforms
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	1	0	10/28/2015	10/28/2015	USD	TH	USD	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	1	0	10/28/2015	10/28/2015	MXN	MX	MXN	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	210312 	D Hearts Vietnam 	Ninja-Shoot 	1.2	3	1	0	10/28/2015	10/28/2015	JPY	JP	JPY	512427818	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0	3F	1	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	4	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	3	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	1.3.2	3F	2	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	1	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		Desktop	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	1	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	6	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	25	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	6	0	10/28/2015	10/28/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	52	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	1.3	3F	1	0	10/28/2015	10/28/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	4	0	10/28/2015	10/28/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	2	0	10/28/2015	10/28/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	1	0	10/28/2015	10/28/2015	IDR	ID	IDR	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	7	0	10/28/2015	10/28/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	LabyrinthBattle 	D Hearts Vietnam 	Labyrinth of Battle 	1.2	3F	1	0	10/28/2015	10/28/2015	CNY	CN	CNY	959778297	0	 	 	 	 	Games		iPad	iOS
APPLE	US	DheartsPicLogic 	D Hearts Vietnam 	PicLogic 	1.2	3F	1	0	10/28/2015	10/28/2015	AUD	AU	AUD	945922747	0	 	 	 	 	Games		iPad	iOS
