Provider	Provider Country	SKU	Developer	Title	Version	Product Type Identifier	Units	Developer Proceeds	Begin Date	End Date	Customer Currency	Country Code	Currency of Proceeds	Apple Identifier	Customer Price	Promo Code	Parent Identifier	Subscription	Period	Category	CMB	Device	Supported Platforms
APPLE	US	DheartFantasyRush	D Hearts Vietnam	Fantasy Rush	1.2	1F	1	0	12/04/2015	12/04/2015	JPY	JP	JPY	906228556	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	2	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	8	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	137	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	3	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	210312	D Hearts Vietnam	Ninja-Shoot	1.2	1	1	0	12/04/2015	12/04/2015	USD	VN	USD	512427818	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	DH160514	D Hearts Vietnam	3D Puzzle Cubes	1.2	1F	1	0	12/04/2015	12/04/2015	EUR	NL	EUR	879400899	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	1	0	12/04/2015	12/04/2015	IDR	ID	IDR	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	20	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	1	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		Desktop	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	1	0	12/04/2015	12/04/2015	USD	US	USD	1002324417	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	DH160514	D Hearts Vietnam	3D Puzzle Cubes	1.2	1F	2	0	12/04/2015	12/04/2015	USD	US	USD	879400899	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	1	0	12/04/2015	12/04/2015	USD	PK	USD	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	DheartsPicLogic	D Hearts Vietnam	PicLogic	1.2	1F	1	0	12/04/2015	12/04/2015	SEK	SE	SEK	945922747	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	LabyrinthBattle 	D Hearts Vietnam 	Labyrinth of Battle 		7F	1	0	12/04/2015	12/04/2015	USD	US	USD	959778297	0	 	 	 	 	Games		Desktop	iOS
APPLE	US	DH200314	D Hearts Vietnam	Fruit Smash 3D	1.0	1F	1	0	12/04/2015	12/04/2015	CNY	CN	CNY	843986939	0	 	 	 	 	Games		iPad	iOS
APPLE	US	DH160514	D Hearts Vietnam	3D Puzzle Cubes	1.2	1F	1	0	12/04/2015	12/04/2015	EUR	BE	EUR	879400899	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	1	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		Desktop	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	1	0	12/04/2015	12/04/2015	USD	TJ	USD	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	2	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	DheartsPicLogic	D Hearts Vietnam	PicLogic	1.2	1F	1	0	12/04/2015	12/04/2015	EUR	IT	EUR	945922747	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	6	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	DH160514	D Hearts Vietnam	3D Puzzle Cubes	1.2	1F	1	0	12/04/2015	12/04/2015	EUR	FR	EUR	879400899	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker	D Hearts Vietnam	Stickman Striker	2.0.3	1F	10	0	12/04/2015	12/04/2015	CNY	CN	CNY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	LabyrinthBattle 	D Hearts Vietnam 	Labyrinth of Battle 		7F	1	0	12/04/2015	12/04/2015	JPY	JP	JPY	959778297	0	 	 	 	 	Games		Desktop	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	4	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	28	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	4	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPod touch	iOS
APPLE	US	LabyrinthBattle 	D Hearts Vietnam 	Labyrinth of Battle 		7F	1	0	12/04/2015	12/04/2015	CAD	CA	CAD	959778297	0	 	 	 	 	Games		iPhone	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	3F	2	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPad	iOS
APPLE	US	StickmanStriker 	D Hearts Vietnam 	Stickman Striker 	2.0.3	7F	1	0	12/04/2015	12/04/2015	JPY	JP	JPY	1002324417	0	 	 	 	 	Games		iPod touch	iOS
